user_id,item_id
4951,2068 3382 584 2688 640 1736 2297 1270 2541 1831
4952,467 863 3474 246 2370 2402 472 1341 2054 3448
4953,1583 1039 640 2630 2210 2297 2626 2501 732 543
4954,3013 1223 36 3423 1638 1560 1543 184 1583 3269
4955,3013 1543 2862 3423 1279 3269 2528 184 3409 1638
4956,169 1811 1808 3298 2528 2335 3000 2165 1315 3022
4957,3022 2603 1583 2732 1039 169 2210 3418 1831 1956
4958,2603 1216 2745 1354 3382 569 3022 1736 1831 2210
4959,1316 1543 3013 1223 989 3409 463 472 2564 124
4960,1831 1223 2210 3694 1583 1746 3272 3022 2603 2256
4961,1811 512 169 3298 2688 2256 3677 2732 2281 3382
4962,472 1831 246 2980 640 2370 2402 467 1583 584
4963,584 2210 2342 1956 1746 2222 2129 36 3529 463
4964,472 36 1316 2862 1560 1638 1543 3153 3529 1505
4965,472 2054 3059 1887 3142 1615 3474 467 1371 1341
4966,2732 3423 1315 1223 3418 132 2054 1543 3409 2664
4967,472 1315 1379 2402 132 1057 1859 3402 37 1840
4968,989 3424 3272 528 3600 3537 1633 2515 476 2402
4969,1315 2402 2732 3677 2636 2281 3438 37 132 1223
4970,3022 1583 2297 1039 584 169 2732 2603 2688 640
4971,3022 1956 2603 640 1270 283 1078 212 16 1044
4972,3022 584 1583 2297 1039 2980 169 2732 640 1956
4973,1831 1583 2297 463 3022 1039 1956 2210 1337 1560
4974,584 640 1039 2297 2630 2757 2980 2745 476 2510
4975,472 1315 1583 2210 2297 1887 1304 2510 1668 2265
4976,472 2732 1811 1186 1379 1808 184 2664 1376 2862
4977,2626 2745 1583 2297 1039 331 2342 3473 283 1640
4978,1039 1248 1044 563 2613 2338 2050 1510 463 3435
4979,640 584 1831 2297 2757 3694 2980 208 2342 1956
4980,1315 406 1279 132 184 2528 3151 1543 3269 2054
4981,2636 3677 452 1848 663 1070 3338 1725 3696 169
4982,2732 1315 2646 2980 2054 3022 1376 2402 1811 1057
4983,2646 1057 3116 2732 3059 863 1376 467 37 1840
4984,2980 3022 1583 166 1184 3418 2664 790 3231 640
4985,472 1315 2732 2054 132 1376 1057 3418 1615 3692
4986,472 1315 1811 2054 1543 1560 3116 124 1858 1223
4987,2784 584 169 2297 1583 3049 1039 1956 512 2931
4988,1811 2636 1583 169 204 3022 1831 2774 512 584
4989,169 1315 472 1186 1279 3022 1583 2862 184 2528
4990,3013 1223 1316 3409 1543 2862 3529 3153 2054 2564
4991,2732 169 2528 1811 3022 1186 1057 1615 2256 2646
4992,1831 1560 640 1223 584 2297 2646 3022 1583 476
4993,1583 3409 2297 2510 472 2603 3423 584 640 463
4994,1316 2862 463 3272 2617 640 1615 790 2054 2297
4995,2626 2732 1086 3534 183 1337 2194 119 2501 1044
4996,3529 2297 2862 463 3022 3409 36 2688 1316 640
4997,1316 1543 3013 2862 1223 3409 124 3153 2564 3529
4998,472 3013 2862 1223 3418 1583 618 2732 1638 2510
4999,36 1583 472 3022 3409 1638 1746 3423 2603 2510
5000,467 790 1337 584 2327 3256 2664 3022 361 482
5001,2603 3022 640 2745 1354 2210 1831 1216 2688 1583
5002,2862 779 1583 1316 2256 463 138 184 2745 1039
5003,3382 2068 2603 569 2840 2745 640 3022 2688 1736
5004,2603 3382 569 1270 3022 853 2210 601 2688 3066
5005,3418 2210 1216 2297 732 1401 1831 3409 2757 3529
5006,3409 573 3269 2862 3537 93 1560 1354 523 741
5007,2564 640 2297 1583 3529 463 1039 472 2210 208
5008,1223 989 3013 463 2862 1583 1337 2564 2297 2370
5009,1039 1211 2210 3529 1086 1615 2630 472 2768 1337
5010,1315 1543 132 3423 3013 3269 2054 1223 1279 3151
5011,2603 1354 1831 36 640 779 2510 1638 1583 3022
5012,3298 1811 2119 3677 3338 663 3489 3022 1711 512
5013,132 3423 2732 1376 3692 1859 3013 3418 3131 2862
5014,3022 2603 2210 2626 2630 2342 1078 1039 2745 543
5015,184 1223 3269 169 1583 3409 3151 2474 1638 3529
5016,36 3013 3694 1505 1039 1583 2210 1337 3022 138
5017,2732 472 2342 1086 169 398 183 2468 1615 2630
5018,1956 1039 543 331 2468 2745 398 16 283 2050
5019,472 2402 863 3142 2370 246 3474 1887 1341 467
5020,472 1543 989 1223 2862 124 2402 463 1560 2564
5021,3013 1223 3423 2732 36 1583 2862 2256 1543 3529
5022,472 1543 1615 1560 124 1316 3402 3013 790 2528
5023,1831 640 472 584 1583 2980 2297 3022 3529 463
5024,1543 382 472 3600 3350 1668 2617 528 3529 2076
5025,1315 1858 2054 472 1543 3151 3013 1186 169 1583
5026,472 1223 3013 1583 1316 640 2402 3409 1831 463
5027,2402 1811 2528 2828 1887 3677 1428 2646 452 3022
5028,2370 246 2054 2774 467 1887 989 1316 1543 1615
5029,3557 1186 3298 406 3227 1811 1309 2528 184 2119
5030,1354 569 1560 3293 1831 3110 2603 2409 1818 2908
5031,472 3013 640 36 3694 2210 2646 3272 3153 1746
5032,1811 1376 1615 2646 3692 3059 2256 3677 1057 2370
5033,3013 1223 3423 1279 2862 1638 3269 1543 472 1560
5034,1811 2054 1711 1001 2956 398 2768 169 3528 1471
5035,2068 3022 2840 2688 2745 2256 1270 169 465 1166
5036,472 124 3600 463 3298 1560 528 3000 3677 2076
5037,472 2054 2646 3529 2732 1039 2980 640 584 2402
5038,472 2402 2054 3692 1315 2732 2673 3059 1102 132
5039,2732 3022 1583 169 2256 3418 36 2297 1039 3409
5040,3423 3269 3013 796 472 1223 1592 1638 2798 741
5041,1811 169 3298 2281 3677 452 512 2732 1711 2528
5042,2980 543 3053 476 3238 212 1108 3262 2338 82
5043,2980 2732 463 1615 1315 1337 2603 1887 467 922
5044,1831 472 1583 3529 2297 1223 463 2210 3022 1337
5045,2256 2732 1831 2603 1583 2210 2297 2757 2402 2745
5046,1831 640 1583 584 2297 2980 1560 1956 3022 3529
5047,2603 3022 2210 2630 2745 2342 1216 2331 1078 543
5048,2862 472 3409 1316 1543 1583 3013 1223 512 3529
5049,2256 2732 3022 1831 584 1583 1560 2646 1223 2402
5050,472 1543 1223 1615 1560 2054 3013 3529 3402 463
5051,2732 3022 1583 2980 1039 2297 584 1315 3418 2054
5052,472 1615 1858 1543 3116 1840 3151 1316 790 2862
5053,476 1831 208 2603 36 3694 2210 1039 584 1583
5054,1315 3692 1057 132 1887 1379 790 863 1859 361
5055,36 1279 1583 3409 3418 3529 3269 2732 1505 618
5056,3022 169 2256 2732 2603 2688 1186 584 2297 2470
5057,2603 3022 640 584 2210 1583 2630 2745 1831 2688
5058,2980 1039 3677 640 2774 1086 2757 2664 1186 2402
5059,3423 618 3269 1223 2557 1316 3537 2510 2474 184
5060,2297 2626 2194 3049 1078 2338 2501 3677 2745 397
5061,2745 2068 1831 208 2541 3409 1039 911 868 791
5062,2376 467 1848 2297 3111 3402 863 452 1956 2980
5063,1956 2210 1211 2862 2630 398 1615 1746 1868 802
5064,2068 3382 569 1216 2603 465 2256 1166 1699 2745
5065,204 1811 2636 2587 3677 2119 2335 2281 663 1070
5066,472 2402 2297 1583 1315 3692 246 2370 3474 3529
5067,1300 2974 3204 911 2038 2784 2705 2707 1559 2510
5068,2862 512 1615 1543 204 3677 2054 463 2281 1039
5069,3409 472 3013 2256 1223 2732 1583 2603 2688 2510
5070,472 467 2402 2774 1341 2054 3692 3256 1033 1583
5071,640 2297 3022 1583 1746 2210 208 3694 2757 2564
5072,169 2297 584 2980 472 3529 512 2688 2784 1956
5073,1583 1223 2862 124 2980 2327 944 1916 69 2076
5074,2603 2745 1736 573 2510 618 3409 584 2840 779
5075,512 2732 2980 2067 3529 2335 640 2510 2931 3049
5076,472 1315 2054 467 863 1887 2370 3402 3116 790
5077,472 1831 640 1811 1583 2402 2980 2297 584 1223
5078,1376 1315 3692 2732 3142 922 2256 2673 1102 3059
5079,472 2646 1057 2402 1615 2732 1376 2980 132 1223
5080,132 2528 2402 2862 1376 1811 2980 463 3367 184
5081,1583 2646 2210 1505 2630 2222 2366 3238 621 2664
5082,3090 1818 1831 43 569 3272 1300 476 351 362
5083,584 2342 165 1746 1337 2653 2484 1956 3418 2468
5084,36 2297 2862 3423 3013 2732 1223 463 132 1615
5085,472 584 2297 1583 2732 246 1039 467 2402 3474
5086,472 2297 463 1030 1615 2862 944 1315 2402 2342
5087,1316 3013 3529 790 3153 1371 2327 528 463 3409
5088,472 1315 1223 1316 2054 124 1858 1615 3367 3350
5089,472 2732 3022 2256 1583 169 1376 2402 1315 1811
5090,398 2501 2297 1546 119 1809 1086 1018 563 2129
5091,584 1831 3529 398 36 1560 3534 1617 2314 2194
5092,640 2256 1831 183 169 2470 398 1376 472 1001
5093,3013 640 2402 1337 2862 989 2646 3694 1039 790
5094,3677 452 2528 467 1070 3474 1678 2370 246 1615
5095,1831 1811 1560 2297 3022 1583 2646 169 1956 2256
5096,472 1379 2054 1057 37 1376 3142 1840 132 3059
5097,472 2402 3692 922 3142 1315 2732 3059 1102 1379
5098,2402 2054 790 3402 1887 1057 3116 863 3059 3656
5099,472 2054 1543 1057 36 3668 1279 2646 2528 132
5100,640 2210 476 2054 331 1510 1030 3327 36 2564
5101,1543 124 1223 1316 1315 3013 1615 3600 2402 1858
5102,476 3694 2222 1039 2210 3022 2297 802 2603 2342
5103,3013 523 2862 2510 1354 1223 2784 1279 1638 3423
5104,2054 2402 1315 2646 1376 1615 3059 863 2370 1057
5105,569 853 2127 1401 3110 2840 2292 3510 2974 1300
5106,2402 2256 2646 3142 3022 169 3677 2980 1186 1039
5107,2297 640 1560 36 1315 512 1811 2688 3423 989
5108,2688 3013 1223 1316 2862 463 1543 36 2980 2564
5109,2862 3013 989 124 1223 528 1916 2387 3529 1560
5110,584 1583 1039 169 2688 512 331 2256 2745 1811
5111,1560 1831 1223 1583 3529 2297 3013 463 584 2646
5112,2980 1811 169 204 3677 331 2281 646 2874 2999
5113,1811 183 2664 512 2510 208 2470 3142 2314 1638
5114,472 3423 1315 132 2862 3151 3269 1543 2054 3013
5115,472 2054 1376 1811 863 1315 2370 246 3142 1887
5116,1216 1300 853 2256 1197 3066 169 2688 1560 2510
5117,1223 1316 1583 463 36 1615 1315 2402 3423 1858
5118,584 640 331 2757 2980 1086 1337 2342 398 3238
5119,2068 1216 465 853 601 1736 2688 640 1270 1197
5120,472 2732 2054 1583 36 132 1615 1376 1039 2664
5121,3022 1811 3677 1039 2281 2054 204 1711 2256 640
5122,2210 3022 2603 3694 2331 2342 2297 2745 1583 1039
5123,1831 640 2980 1956 2210 476 1583 2757 2297 1039
5124,1543 3269 382 3600 796 1592 3537 1638 741 1279
5125,3409 1223 2862 472 2784 3529 1039 584 1279 573
5126,640 2068 2210 2603 2617 2745 1583 3022 2630 3694
5127,1583 1039 472 36 2732 584 640 2297 3529 3418
5128,463 1039 36 472 2980 2630 3153 512 2745 3423
5129,1315 169 3677 2732 2054 1615 2528 2256 3298 512
5130,476 2297 208 1809 3529 463 2222 1617 3005 2129
5131,472 1543 1223 1315 3423 790 989 2327 883 3269
5132,1831 2210 584 2757 2297 2501 1086 543 1078 569
5133,1316 1223 1543 3409 3529 3153 2862 463 1560 2402
5134,1956 1086 3694 2630 1490 3005 169 2626 2484 1868
5135,1316 2402 2862 1030 1315 1505 246 3694 1039 2980
5136,2732 472 2256 2980 1583 584 1376 1039 2297 2054
5137,406 132 1057 472 2528 1279 184 3151 1615 2070
5138,406 132 1279 2528 3151 1615 1186 3367 253 472
5139,472 1315 863 467 3116 640 246 1341 3022 1211
5140,1583 3022 2256 2402 1315 1376 2054 3418 2980 3692
5141,1315 472 1840 132 1615 2528 1379 2732 2402 166
5142,1039 1583 2603 1956 3418 2646 472 183 2342 2630
5143,1956 3694 1328 1044 2630 43 2626 2836 3692 2956
5144,3013 3409 1223 36 1583 2603 1831 3022 2210 476
5145,1279 184 2862 3423 406 3151 2474 3409 3013 1186
5146,3677 640 1711 2636 472 2768 1240 3116 2528 3529
5147,2603 3022 2210 1583 2745 2297 3409 3382 476 1223
5148,3022 1039 584 2297 3529 2732 640 3418 36 463
5149,169 2862 1583 1223 472 3013 1543 1638 2528 1315
5150,1315 1057 132 2402 1379 3402 530 790 166 3116
5151,2297 2210 2745 2646 183 1376 3692 2757 2688 2664
5152,584 1039 1583 2732 1811 2980 2646 2281 183 3677
5153,3298 1811 2165 253 3677 2281 512 3367 452 3350
5154,1543 3013 1316 124 3153 1668 2265 2474 1858 1560
5155,640 1831 2210 1583 476 3022 3409 3529 1560 3013
5156,3423 989 3269 1315 2054 3529 1560 36 790 1615
5157,3022 1831 1956 2054 2402 463 2757 1615 1376 3692
5158,1543 3409 3153 36 790 3423 463 1583 2664 1858
5159,2068 569 2840 1736 465 640 1270 2688 1699 1831
5160,2068 640 2297 1956 2745 1583 169 1216 1560 2256
5161,584 1560 2297 472 2646 476 1583 1956 1039 1746
5162,640 169 1211 472 2331 1337 119 1044 1615 944
5163,472 1279 1638 3409 406 741 2474 796 124 1859
5164,584 3059 1315 467 1341 1887 3327 2774 1371 3528
5165,1315 3350 3600 1227 1668 2636 528 989 467 3677
5166,1316 3013 1223 2862 472 989 3409 1560 2564 463
5167,1583 2297 3529 3022 2732 1223 1316 2862 2054 1543
5168,1223 1315 1543 1279 3423 1638 3269 184 3668 36
5169,1316 1543 472 989 1223 3013 3409 3529 1560 124
5170,1560 2564 476 1337 3694 802 1583 2210 989 2297
5171,2646 2732 2256 1560 1057 3013 1583 2297 3116 790
5172,2862 3269 184 3013 3151 406 2474 1638 741 3409
5173,1956 3677 2732 2774 1831 246 2402 1315 1086 2664
5174,1543 3013 989 124 3529 528 2387 1560 69 1916
5175,472 1315 2054 1223 1615 790 3013 1543 1057 3402
5176,1223 2862 1543 3409 184 1316 3529 3151 3668 1560
5177,640 584 2757 1583 1956 2342 2603 463 2626 1809
5178,3013 1223 36 1583 3423 1376 2862 1615 3409 3692
5179,1376 2054 2980 1223 2664 2673 1057 36 3529 2528
5180,3013 1223 3409 3153 472 3423 124 3269 36 772
5181,1223 3694 1583 36 463 2617 2054 1543 2210 2297
5182,472 640 3013 1223 36 2732 1583 1560 3022 1831
5183,3022 1039 1811 2165 3557 3000 2119 1808 512 204
5184,1831 640 2256 1223 1316 3013 2564 1583 3529 2980
5185,1560 3013 1315 2054 790 2862 467 3529 3116 3600
5186,1956 1831 1583 1086 398 183 2646 3349 1471 1211
5187,3423 3013 2862 1223 1543 3409 36 3269 1316 1279
5188,472 1583 3529 3013 2297 1316 640 3409 3022 463
5189,2256 2732 2470 2745 1354 3022 1216 640 2541 169
5190,2054 1315 1615 1376 3692 3059 2732 790 863 1057
5191,166 1811 2528 530 3597 3669 2308 3402 3529 3067
5192,2402 2732 1887 1315 2980 1223 1615 3013 2327 2664
5193,1354 569 1699 1781 3409 2688 853 1831 640 1583
5194,1379 2402 1057 2528 132 1376 37 3142 2732 3059
5195,3409 2688 584 1505 772 2564 2534 2314 1337 1560
5196,2862 573 1223 472 1638 36 1316 3537 796 320
5197,1376 3692 2370 3059 2732 1615 246 3142 1057 2256
5198,2297 640 2757 2468 3534 2194 463 2338 543 1861
5199,1086 2342 398 2745 2630 3327 1001 2338 2281 3529
5200,584 2297 1583 640 1956 1831 1039 2210 2757 331
5201,2068 569 1270 335 868 248 3544 297 1493 43
5202,1039 2630 2688 2980 331 2745 2342 2784 36 2501
5203,3338 1652 3700 2069 3701 339 23 2447 2279 3000
5204,3013 1560 1831 1337 2314 3365 2210 476 2068 124
5205,1315 1379 132 1615 1376 2256 37 790 1859 2980
5206,472 3013 1223 36 3423 1583 3409 2862 1543 1316
5207,640 2210 2757 2626 476 2603 2342 3694 208 1078
5208,2297 584 169 1583 204 3298 1039 2980 2281 2732
5209,1811 1560 1223 2528 2636 169 1543 3013 1615 2862
5210,1316 3013 1615 3153 3692 124 1560 36 1371 3656
5211,1039 1956 2342 183 2688 2468 2470 212 105 82
5212,1583 2297 1615 1315 1039 1560 2646 3022 36 2402
5213,1039 472 1315 476 1211 1811 1337 2402 3694 36
5214,2297 512 3298 1039 1831 1811 640 2119 2636 2745
5215,3298 1811 204 2636 169 3677 1186 2281 1240 2587
5216,472 3013 36 1223 3423 3529 1583 1315 3409 1279
5217,2054 3418 1223 2862 790 1030 1337 1083 3367 1858
5218,1223 3409 36 2862 472 1543 1279 3153 1638 3269
5219,1316 3529 463 1583 3367 36 476 2297 3350 1746
5220,472 2054 2402 1376 3142 1057 922 3692 1102 1379
5221,989 3367 3628 3153 528 3409 2564 3600 69 1337
5222,2603 640 3022 2745 2732 1039 1223 2630 169 2470
5223,2068 1699 2409 1270 549 335 791 1354 2666 3293
5224,584 1956 2757 1039 331 2980 2745 2342 398 1086
5225,2297 1583 3022 1039 1560 2646 1831 3367 169 1615
5226,3013 36 3022 3409 1223 3529 2297 2603 1039 2862
5227,640 2603 2626 2342 3529 3418 2468 543 183 2501
5228,3022 1583 2603 640 584 2297 1039 1831 2732 1223
5229,584 640 2745 2210 2630 2342 2256 331 398 1736
5230,3423 3013 1543 3269 1223 1279 1316 3151 3153 36
5231,472 2054 2862 1859 3142 1615 3269 1057 922 1223
5232,1223 1316 1543 3529 3153 2564 2862 36 1560 463
5233,640 2980 584 2210 3022 3694 1956 802 1039 2297
5234,472 1811 2256 2370 863 1887 2054 3677 3474 1371
5235,584 1831 2757 2980 1039 1956 476 331 208 2732
5236,3022 2646 1831 36 463 472 2630 1615 1505 3013
5237,1956 2980 640 331 2210 398 2468 2342 1086 2194
5238,1223 1315 1560 3409 36 2732 1638 3423 2862 1543
5239,472 1543 1223 2862 3409 3153 2402 3529 2054 124
5240,1831 1223 2054 463 1337 640 2564 1746 1315 2402
5241,2068 3382 569 2409 1270 3110 549 2603 791 636
5242,1376 2054 2402 472 3142 2673 1102 2732 37 2261
5243,3022 472 1811 2732 2646 584 169 1315 1583 2054
5244,1543 3013 2862 1316 1560 463 124 1315 3423 1858
5245,2370 3529 3013 989 1371 790 1887 1543 463 1831
5246,2603 3022 1831 2210 1583 2630 1039 3694 2757 208
5247,2745 1216 2068 208 501 1211 105 3409 2840 1699
5248,472 1223 2256 3013 1560 1316 1543 1831 2862 2297
5249,1811 2636 204 3677 3298 2281 2068 2732 1831 2297
5250,2402 1315 3692 922 3059 1057 2673 2732 132 1379
5251,1956 1086 1211 2194 1617 1044 1248 3534 1546 2338
5252,3409 1223 3529 1560 2862 1583 1543 472 463 640
5253,331 2630 476 398 2745 3694 1546 183 1223 944
5254,3022 3529 640 331 169 1086 512 1316 1811 1223
5255,3022 1811 584 2335 2119 2297 2587 59 2281 1070
5256,3269 2828 1376 2054 2933 1223 36 2664 796 1057
5257,1223 512 1543 1560 3423 3022 169 463 1279 1615
5258,2342 1211 3409 2862 1505 2338 1546 119 2501 2067
5259,2256 2297 2980 584 2054 3529 2210 1811 3013 1615
5260,1316 124 790 3402 2327 3423 1382 2076 2054 232
5261,3013 3423 36 472 1223 3409 1279 3529 1543 1316
5262,1583 1223 3022 2603 36 640 3409 3529 2732 1039
5263,3013 1223 3409 796 2534 528 36 69 3529 409
5264,1583 2297 3022 640 584 3529 1039 3409 463 2688
5265,3022 1583 584 1039 640 2603 2210 3529 2630 463
5266,640 2603 1039 2757 2745 2732 2630 476 3694 1546
5267,2603 3272 3022 584 2510 3692 1337 2617 3423 3424
5268,1831 36 2603 2210 3694 1583 208 3022 1039 3529
5269,36 1543 2402 208 2314 2510 2646 944 1304 2342
5270,1831 640 584 1956 2757 2980 2210 3529 331 476
5271,1811 3298 2636 204 472 2528 2281 452 1543 2862
5272,3022 1831 1956 2980 2757 331 398 2342 1211 476
5273,3013 1223 1543 1583 3529 2054 512 1560 1315 3153
5274,1560 1223 1316 1543 2862 3529 1831 472 463 124
5275,1086 1039 1044 105 1211 1099 2745 1007 501 293
5276,3022 398 2210 2297 2342 1583 2194 1039 563 1617
5277,3557 2165 3227 2587 3000 2281 452 3338 1315 1536
5278,1216 2840 601 3110 465 1736 2688 1270 1197 2409
5279,472 1615 169 2862 1316 331 512 2757 1086 3677
5280,3423 3409 2862 618 1279 1223 1543 1638 1316 3537
5281,3022 584 1583 2980 2297 3418 640 1956 183 1831
5282,472 1223 3013 2297 3022 1316 640 2732 463 2256
5283,472 2256 2732 1315 3022 1560 2054 1223 2402 1811
5284,3013 1223 2510 1638 1560 523 2862 3423 1354 2603
5285,3022 472 1583 1315 1039 169 2297 132 1811 2054
5286,472 3013 1223 1316 3409 1543 1560 2862 2564 3153
5287,472 1811 2402 246 467 2370 2256 863 3677 3474
5288,1811 2528 584 1583 1039 2281 3677 2256 452 2646
5289,472 2297 2980 2732 2646 584 1223 3013 2664 1316
5290,1223 1315 124 1560 2054 3402 1615 790 2528 1887
5291,169 584 472 512 1223 1560 1956 3013 1316 1543
5292,1376 3059 922 1102 1315 361 1428 1463 3448 1057
5293,472 2402 3013 2054 1223 1316 1543 1315 3409 2256
5294,472 1376 2732 3692 922 3142 2673 3059 1057 1102
5295,1811 1223 1316 1831 1583 3529 3013 1543 640 2297
5296,1223 1583 2297 3022 3013 1831 584 1315 3529 1039
5297,1583 3013 2774 512 331 36 2664 1858 1814 3367
5298,3409 2688 2510 36 2784 573 1831 2564 93 1548
5299,1583 1039 3022 2297 584 1315 2646 2732 640 3409
5300,124 1858 3269 1668 2402 3350 3423 3367 2265 3409
5301,3022 2297 1583 640 1956 2980 169 3529 2732 472
5302,2603 1831 3382 169 1956 3529 1223 1560 2068 36
5303,2054 472 2646 1858 1057 3350 1223 406 1184 1560
5304,1376 2732 1315 3692 922 3142 1057 2673 3059 1811
5305,3022 640 1956 2603 2210 2630 2757 169 543 2784
5306,472 2862 1543 1223 3423 512 3153 463 36 772
5307,472 1543 1316 2402 2862 790 1858 3367 3402 1057
5308,472 2402 467 863 2370 1887 246 2054 1315 3059
5309,1583 2297 3409 1223 2732 463 169 1505 2757 476
5310,1039 2297 2626 2630 463 2817 543 2603 82 1018
5311,1223 3013 2256 3409 1583 1316 2402 2732 1560 2054
5312,463 2980 584 3013 2370 36 1086 2617 1371 1887
5313,472 1583 3022 2732 3013 3529 1039 3418 3409 2297
5314,3423 2862 1223 1543 3269 1279 1638 3153 796 36
5315,2980 584 3022 1956 1831 472 640 2646 1811 3529
5316,1039 472 2745 2342 36 3013 2129 2564 467 3441
5317,1039 2603 2745 476 3694 463 1211 3238 119 2468
5318,3022 1583 2297 584 472 640 36 1831 3013 463
5319,1379 1279 2646 3423 3668 166 790 2664 1439 1560
5320,1583 1848 3528 2817 472 3532 2480 398 1044 253
5321,1543 989 3409 3153 1560 472 2387 94 382 1916
5322,1831 640 584 2297 1956 2757 2210 476 2980 3529
5323,1279 2862 3423 184 3269 472 36 3151 3668 1638
5324,2297 1560 1337 2564 2342 1030 3441 1505 944 1211
5325,1831 640 2370 2402 2980 2732 1223 1583 584 1811
5326,472 1057 1615 3142 863 1223 37 883 1341 3350
5327,246 463 1223 1337 3022 3013 1560 467 1811 1543
5328,584 1831 1956 1039 2210 2757 331 2980 2342 3529
5329,472 1279 406 3013 3151 1223 3269 3423 2054 3668
5330,472 3529 1316 463 1831 1223 2297 989 640 3013
5331,1831 1086 1337 331 472 476 1746 2338 2210 3327
5332,3022 1039 1583 584 2980 2732 2646 169 1811 1956
5333,472 1316 1223 1543 2862 3423 36 989 3269 1279
5334,1831 640 2646 463 467 2297 1560 802 208 2237
5335,3013 989 2862 2564 1583 2617 2402 584 528 1811
5336,472 2732 1583 169 3022 2862 132 1615 184 2054
5337,584 1956 2210 2757 331 1039 2745 2342 398 2980
5338,1316 3013 1543 1223 3409 2862 3153 124 3423 2564
5339,2732 3022 2646 2054 2528 1039 1583 1615 2980 1057
5340,1560 1223 3350 1543 124 2862 472 382 3600 406
5341,1811 2636 1615 2281 467 2732 1887 2370 3298 2774
5342,3409 3013 1223 3529 2510 618 2688 472 1543 1638
5343,472 2054 1057 132 1379 530 3402 2646 406 2732
5344,640 3022 2297 1583 1039 2757 2646 1956 2732 3529
5345,1560 1831 472 1811 169 1223 584 3022 2636 204
5346,2068 169 2335 2587 3677 1781 663 2281 1070 3338
5347,1811 584 183 1039 3692 472 3677 169 3059 452
5348,640 1078 3053 2342 1211 2331 212 119 3694 1108
5349,3423 3013 1279 3153 1316 3151 1223 2798 3537 1638
5350,472 2862 1279 3529 1615 406 3151 2474 2528 2387
5351,2370 246 1887 1371 1316 2054 863 989 3402 467
5352,3269 3151 1379 3668 2933 2474 1439 1316 1083 2528
5353,584 1583 1086 2210 3529 398 463 2342 2630 3238
5354,584 2210 2980 463 1956 2342 331 543 2510 1546
5355,584 1583 2980 2732 169 2210 472 3529 1211 1746
5356,1560 1831 472 584 1811 2646 3022 1583 2297 476
5357,2732 1315 2054 2402 1376 1583 3418 36 3692 3022
5358,3529 463 472 36 331 2338 1316 1086 802 3317
5359,472 1315 2054 1543 1223 2402 3013 1615 2646 1316
5360,1583 3529 476 1223 3418 2980 208 2732 2510 2342
5361,472 2256 2732 2402 3692 2470 3142 1315 922 2673
5362,1831 640 1560 2564 1223 2617 3529 476 1583 1316
5363,3298 204 1811 2636 3677 2281 452 1808 1070 2528
5364,1583 2297 1039 476 2732 2980 2862 1615 36 2603
5365,1057 2646 1193 37 2457 863 3157 3059 3231 790
5366,2402 487 3272 3116 1354 3668 176 2862 1590 2515
5367,3022 1583 640 584 1039 36 2603 3529 2210 1831
5368,3022 584 1039 1956 3529 331 463 2603 2630 2342
5369,2256 1615 1376 36 790 2664 1030 476 3272 584
5370,463 1615 293 2370 398 1746 1316 2664 2636 3474
5371,37 12 2646 527 2833 3105 2224 1543 3205 1456
5372,2646 1956 2210 463 1746 1211 2757 208 3694 1337
5373,640 2210 36 1831 2630 463 2757 476 3694 1505
5374,512 2688 169 3000 1186 1070 3701 2763 1536 784
5375,2732 2470 1376 3692 3013 3409 3142 1223 1811 922
5376,584 1039 2297 2732 2745 2630 2626 2342 3418 331
5377,1039 1186 1811 2646 2603 1315 2528 2281 512 640
5378,472 2732 2980 1376 640 1811 1583 2054 1831 2297
5379,3409 1316 1543 2688 3529 772 1583 512 2564 124
5380,1560 1223 1831 3022 1583 2256 3013 2297 472 3382
5381,3022 2297 1583 2757 2210 476 463 2646 1211 1337
5382,3022 1039 36 3013 1223 169 2510 2603 1505 1279
5383,1811 702 2794 863 2281 2402 474 2370 2732 1341
5384,1315 472 1223 2054 3013 1279 1615 1543 406 132
5385,472 2370 1831 2980 2402 467 2646 640 1811 1583
5386,2256 2688 3409 3382 2862 1560 463 2745 1186 1956
5387,2688 512 2256 573 1401 2862 1279 618 2732 1811
5388,1315 2054 2528 1057 132 1615 1840 1279 406 2732
5389,3022 2732 3529 3013 1505 1223 2210 1315 2862 1831
5390,1223 3529 2564 1560 989 124 463 3423 1916 528
5391,3269 1543 3423 406 3151 741 1279 1316 1668 796
5392,584 2745 2688 2757 1956 2342 2626 2510 331 476
5393,640 2603 36 1223 1560 1831 2210 476 3694 1583
5394,1811 3677 1376 1315 1057 2541 467 152 1525 817
5395,1583 2603 3409 3013 640 1223 36 2510 584 2297
5396,3409 472 2862 169 2732 3529 3013 1316 1223 584
5397,3022 2646 472 1583 2402 2054 1376 2210 1811 3692
5398,3423 3269 1543 2862 1279 1638 184 3151 3409 124
5399,1560 640 208 1638 3424 3423 2630 2297 1960 1279
5400,472 1583 3529 1543 2862 640 463 36 3153 2297
5401,1831 2297 472 3022 1583 1223 640 2646 1039 3013
5402,584 640 1831 2210 2603 398 1039 2980 2342 1086
5403,1560 1316 1831 989 2564 3272 3013 2617 512 1543
5404,472 2402 1057 1223 3116 3013 1560 1887 1543 2528
5405,3013 1583 3409 1223 36 3022 2862 3529 3423 2510
5406,584 3022 1086 2297 2342 3238 1211 1044 2603 2468
5407,1583 36 1039 3418 2688 2297 2784 584 3529 2603
